MatchID,Handicap,0,1,Timestamp
1562868529,-0.5-1,1.657,2.230,2022-11-11 11:47:36
1562868529,-1.0,1.436,2.740,2022-11-11 11:47:36
1562868529,0.0,2.720,1.440,2022-11-11 15:15:23
1562868529,-0-0.5,2.160,1.694,2022-11-11 15:15:23
1562868529,-0.5,1.884,1.952,2022-11-11 15:15:23
1562868529,-0.5-1,1.657,2.230,2022-11-11 15:15:23
1562868529,-1.0,1.436,2.740,2022-11-11 15:15:23
1562868529,0.0,2.720,1.440,2022-11-13 00:06:46
1562868529,-0-0.5,2.160,1.694,2022-11-13 00:06:46
1562868529,-0.5,1.884,1.952,2022-11-13 00:06:46
1562868529,-0.5-1,1.657,2.230,2022-11-13 00:06:46
1562868529,-1.0,1.436,2.740,2022-11-13 00:06:46
1563026767,0.0,3.120,1.383,2022-11-13 00:06:46
1563026767,0-0.5,3.620,1.297,2022-11-13 00:06:46
1563026767,0.5,4.120,1.244,2022-11-13 00:06:46
1563026767,-0.5-1,1.746,2.120,2022-11-13 00:06:46
1563026767,-0.5,1.990,1.862,2022-11-13 00:06:46
1563026767,-0-0.5,2.350,1.617,2022-11-13 00:06:46
1563026767,-1.0,1.510,2.620,2022-11-13 00:06:46
1563026767,-1.5,1.327,3.400,2022-11-13 00:06:46
1563026767,-1-1.5,1.398,3.010,2022-11-13 00:06:46
1563108486,0.0,1.502,2.650,2022-11-13 00:06:46
1563108486,0-0.5,1.840,2.020,2022-11-13 00:06:46
1563108486,0.5,2.160,1.719,2022-11-13 00:06:46
1563108486,0.5-1,2.630,1.507,2022-11-13 00:06:46
1563108486,1.0,3.650,1.293,2022-11-13 00:06:46
1563108486,1-1.5,4.220,1.235,2022-11-13 00:06:46
1563108486,-0.5,1.282,3.740,2022-11-13 00:06:46
1563108486,-0-0.5,1.366,3.210,2022-11-13 00:06:46
1563108486,-0.5-1,1.184,4.990,2022-11-13 00:06:46
1562868529,0.0,2.720,1.440,2022-11-13 00:34:31
1562868529,-0-0.5,2.160,1.694,2022-11-13 00:34:31
1562868529,-0.5,1.884,1.952,2022-11-13 00:34:31
1562868529,-0.5-1,1.657,2.230,2022-11-13 00:34:31
1562868529,-1.0,1.436,2.740,2022-11-13 00:34:31
1563026767,0.0,3.120,1.383,2022-11-13 00:34:31
1563026767,0-0.5,3.620,1.297,2022-11-13 00:34:31
1563026767,0.5,4.120,1.244,2022-11-13 00:34:31
1563026767,-0.5-1,1.746,2.120,2022-11-13 00:34:31
1563026767,-0.5,1.990,1.862,2022-11-13 00:34:31
1563026767,-0-0.5,2.350,1.617,2022-11-13 00:34:31
1563026767,-1.0,1.510,2.620,2022-11-13 00:34:31
1563026767,-1.5,1.327,3.400,2022-11-13 00:34:31
1563026767,-1-1.5,1.398,3.010,2022-11-13 00:34:31
1563108486,0.0,1.502,2.650,2022-11-13 00:42:16
1563108486,0-0.5,1.840,2.020,2022-11-13 00:42:16
1563108486,0.5,2.160,1.719,2022-11-13 00:42:16
1563108486,0.5-1,2.630,1.507,2022-11-13 00:42:16
1563108486,1.0,3.650,1.293,2022-11-13 00:42:16
1563108486,1-1.5,4.220,1.235,2022-11-13 00:42:16
1563108486,-0.5,1.282,3.740,2022-11-13 00:42:16
1563108486,-0-0.5,1.366,3.210,2022-11-13 00:42:16
1563108486,-0.5-1,1.184,4.990,2022-11-13 00:42:16
1562868529,0.0,2.840,1.409,2022-11-13 20:12:09
1562868529,-0-0.5,2.230,1.653,2022-11-13 20:12:09
1562868529,-0.5,1.934,1.900,2022-11-13 20:12:09
1562868529,-0.5-1,1.698,2.160,2022-11-13 20:12:09
1562868529,-1.0,1.467,2.640,2022-11-13 20:12:09
1563026767,0.0,3.120,1.383,2022-11-13 20:12:09
1563026767,0-0.5,3.620,1.297,2022-11-13 20:12:09
1563026767,0.5,4.120,1.244,2022-11-13 20:12:09
1563026767,-0.5-1,1.746,2.120,2022-11-13 20:12:09
1563026767,-0.5,1.990,1.862,2022-11-13 20:12:09
1563026767,-0-0.5,2.350,1.617,2022-11-13 20:12:09
1563026767,-1.0,1.510,2.620,2022-11-13 20:12:09
1563026767,-1.5,1.327,3.400,2022-11-13 20:12:09
1563026767,-1-1.5,1.398,3.010,2022-11-13 20:12:09
1563032872,0.0,2.340,1.564,2022-11-13 20:12:09
1563032872,0-0.5,2.830,1.403,2022-11-13 20:12:09
1563032872,0.5,3.290,1.305,2022-11-13 20:12:09
1563032872,0.5-1,4.280,1.199,2022-11-13 20:12:09
1563032872,-0.5-1,1.432,2.720,2022-11-13 20:12:09
1563032872,-0.5,1.613,2.240,2022-11-13 20:12:09
1563032872,-0-0.5,1.877,1.934,2022-11-13 20:12:09
1563032872,-1.0,1.251,3.700,2022-11-13 20:12:09
1563032872,-1-1.5,1.206,4.200,2022-11-13 20:12:09
1563108486,0.0,1.502,2.650,2022-11-13 20:12:09
1563108486,0-0.5,1.840,2.020,2022-11-13 20:12:09
1563108486,0.5,2.160,1.719,2022-11-13 20:12:09
1563108486,0.5-1,2.630,1.507,2022-11-13 20:12:09
1563108486,1.0,3.650,1.293,2022-11-13 20:12:09
1563108486,1-1.5,4.220,1.235,2022-11-13 20:12:09
1563108486,-0.5,1.282,3.740,2022-11-13 20:12:09
1563108486,-0-0.5,1.366,3.210,2022-11-13 20:12:09
1563108486,-0.5-1,1.184,4.990,2022-11-13 20:12:09
1562868529,0.0,2.840,1.409,2022-11-13 20:43:40
1562868529,-0-0.5,2.230,1.653,2022-11-13 20:43:40
1562868529,-0.5,1.934,1.900,2022-11-13 20:43:40
1562868529,-0.5-1,1.698,2.160,2022-11-13 20:43:40
1562868529,-1.0,1.467,2.640,2022-11-13 20:43:40
1563026767,0.0,3.120,1.383,2022-11-13 20:43:40
1563026767,0-0.5,3.620,1.297,2022-11-13 20:43:40
1563026767,0.5,4.120,1.244,2022-11-13 20:43:40
1563026767,-0.5-1,1.746,2.120,2022-11-13 20:43:40
1563026767,-0.5,1.990,1.862,2022-11-13 20:43:40
1563026767,-0-0.5,2.350,1.617,2022-11-13 20:43:40
1563026767,-1.0,1.510,2.620,2022-11-13 20:43:40
1563026767,-1.5,1.327,3.400,2022-11-13 20:43:40
1563026767,-1-1.5,1.398,3.010,2022-11-13 20:43:40
1563032872,0.0,2.340,1.564,2022-11-13 20:43:40
1563032872,0-0.5,2.830,1.403,2022-11-13 20:43:40
1563032872,0.5,3.290,1.305,2022-11-13 20:43:40
1563032872,0.5-1,4.280,1.199,2022-11-13 20:43:40
1563032872,-0.5-1,1.432,2.720,2022-11-13 20:43:40
1563032872,-0.5,1.613,2.240,2022-11-13 20:43:40
1563032872,-0-0.5,1.877,1.934,2022-11-13 20:43:40
1563032872,-1.0,1.251,3.700,2022-11-13 20:43:40
1563032872,-1-1.5,1.206,4.200,2022-11-13 20:43:40
1563108486,0.0,1.502,2.650,2022-11-13 20:43:40
1563108486,0-0.5,1.840,2.020,2022-11-13 20:43:40
1563108486,0.5,2.160,1.719,2022-11-13 20:43:40
1563108486,0.5-1,2.630,1.507,2022-11-13 20:43:40
1563108486,1.0,3.650,1.293,2022-11-13 20:43:40
1563108486,1-1.5,4.220,1.235,2022-11-13 20:43:40
1563108486,-0.5,1.282,3.740,2022-11-13 20:43:40
1563108486,-0-0.5,1.366,3.210,2022-11-13 20:43:40
1563108486,-0.5-1,1.184,4.990,2022-11-13 20:43:40
1563108486,0.0,1.524,2.650,2022-11-14 00:05:29
1563108486,0.5,2.160,1.725,2022-11-14 00:05:29
1562868529,0.0,2.840,1.409,2022-11-14 21:18:41
1562868529,-0-0.5,2.230,1.653,2022-11-14 21:18:41
1562868529,-0.5,1.934,1.930,2022-11-14 21:18:41
1562868529,-0.5-1,1.698,2.160,2022-11-14 21:18:41
1562868529,-1.0,1.467,2.640,2022-11-14 21:18:41
1563026767,0.0,3.100,1.389,2022-11-14 21:18:41
1563026767,0-0.5,3.580,1.302,2022-11-14 21:18:41
1563026767,0.5,4.080,1.248,2022-11-14 21:18:41
1563026767,-0.5-1,1.740,2.130,2022-11-14 21:18:41
1563026767,-0.5,1.990,1.869,2022-11-14 21:18:41
1563026767,-0-0.5,2.340,1.625,2022-11-14 21:18:41
1563026767,-1.0,1.505,2.640,2022-11-14 21:18:41
1563026767,-1.5,1.324,3.420,2022-11-14 21:18:41
1563026767,-1-1.5,1.393,3.020,2022-11-14 21:18:41
1563032872,0.0,2.510,1.526,2022-11-14 21:18:41
1563032872,0-0.5,3.070,1.377,2022-11-14 21:18:41
1563032872,0.5,3.590,1.286,2022-11-14 21:18:41
1563032872,0.5-1,4.750,1.185,2022-11-14 21:18:41
1563032872,-0.5-1,1.469,2.690,2022-11-14 21:18:41
1563032872,-0.5,1.662,2.219,2022-11-14 21:18:41
1563032872,-0-0.5,1.934,1.884,2022-11-14 21:18:41
1563032872,-1.0,1.277,3.670,2022-11-14 21:18:41
1563032872,-1-1.5,1.225,4.180,2022-11-14 21:18:41
1563108486,0.0,1.448,2.830,2022-11-14 21:18:41
1563108486,0-0.5,1.763,2.100,2022-11-14 21:18:41
1563108486,0.5,2.126,1.787,2022-11-14 21:18:41
1563108486,0.5-1,2.510,1.549,2022-11-14 21:18:41
1563108486,1.0,3.450,1.327,2022-11-14 21:18:41
1563108486,1-1.5,3.990,1.256,2022-11-14 21:18:41
1563108486,1.5,4.530,1.211,2022-11-14 21:18:41
1563108486,-0-0.5,1.325,3.410,2022-11-14 21:18:41
1563108486,-0.5,1.256,3.990,2022-11-14 21:18:41
1563108486,0.0,1.423,2.930,2022-11-14 21:20:25
1563108486,0-0.5,1.724,2.150,2022-11-14 21:20:25
1563108486,0.5,2.070,1.819,2022-11-14 21:20:25
1563108486,0.5-1,2.440,1.578,2022-11-14 21:20:25
1563108486,1.0,3.320,1.348,2022-11-14 21:20:25
1563108486,1-1.5,3.850,1.271,2022-11-14 21:20:25
1563108486,1.5,4.380,1.222,2022-11-14 21:20:25
1563108486,-0-0.5,1.310,3.520,2022-11-14 21:20:25
1563108486,-0.5,1.245,4.110,2022-11-14 21:20:25
1563108486,0.0,1.450,2.820,2022-11-14 21:22:06
1563108486,0-0.5,1.763,2.100,2022-11-14 21:22:06
1563108486,0.5,2.080,1.813,2022-11-14 21:22:06
1563108486,0.5-1,2.500,1.555,2022-11-14 21:22:06
1563108486,1.0,3.420,1.332,2022-11-14 21:22:06
1563108486,1-1.5,3.960,1.259,2022-11-14 21:22:06
1563108486,1.5,4.500,1.214,2022-11-14 21:22:06
1563108486,-0-0.5,1.328,3.390,2022-11-14 21:22:06
1563108486,-0.5,1.259,3.960,2022-11-14 21:22:06
1562868529,0.0,2.840,1.409,2022-11-14 21:40:52
1562868529,-0-0.5,2.230,1.653,2022-11-14 21:40:52
1562868529,-0.5,1.934,1.930,2022-11-14 21:40:52
1562868529,-0.5-1,1.698,2.160,2022-11-14 21:40:52
1562868529,-1.0,1.467,2.640,2022-11-14 21:40:52
1563026767,0.0,3.100,1.389,2022-11-14 21:40:52
1563026767,0-0.5,3.580,1.302,2022-11-14 21:40:52
1563026767,0.5,4.080,1.248,2022-11-14 21:40:52
1563026767,-0.5-1,1.740,2.130,2022-11-14 21:40:52
1563026767,-0.5,1.990,1.869,2022-11-14 21:40:52
1563026767,-0-0.5,2.340,1.625,2022-11-14 21:40:52
1563026767,-1.0,1.505,2.640,2022-11-14 21:40:52
1563026767,-1.5,1.324,3.420,2022-11-14 21:40:52
1563026767,-1-1.5,1.393,3.020,2022-11-14 21:40:52
1563032872,0.0,2.510,1.526,2022-11-14 21:40:52
1563032872,0-0.5,3.070,1.377,2022-11-14 21:40:52
1563032872,0.5,3.590,1.286,2022-11-14 21:40:52
1563032872,0.5-1,4.750,1.185,2022-11-14 21:40:52
1563032872,-0.5-1,1.469,2.690,2022-11-14 21:40:52
1563032872,-0.5,1.662,2.219,2022-11-14 21:40:52
1563032872,-0-0.5,1.934,1.884,2022-11-14 21:40:52
1563032872,-1-1.5,1.225,4.180,2022-11-14 21:40:52
1563032872,-1.0,1.277,3.670,2022-11-14 21:40:52
1563108486,0.0,1.450,2.820,2022-11-14 21:40:52
1563108486,0-0.5,1.763,2.100,2022-11-14 21:40:52
1563108486,0.5,2.080,1.813,2022-11-14 21:40:52
1563108486,0.5-1,2.500,1.555,2022-11-14 21:40:52
1563108486,1.0,3.420,1.332,2022-11-14 21:40:52
1563108486,1-1.5,3.960,1.259,2022-11-14 21:40:52
1563108486,1.5,4.500,1.214,2022-11-14 21:40:52
1563108486,-0-0.5,1.328,3.390,2022-11-14 21:40:52
1563108486,-0.5,1.259,3.960,2022-11-14 21:40:52
1563108486,0.0,1.423,2.940,2022-11-14 21:47:54
1563108486,0-0.5,1.719,2.160,2022-11-14 21:47:54
1563108486,0.5,2.030,1.848,2022-11-14 21:47:54
1563108486,0.5-1,2.420,1.588,2022-11-14 21:47:54
1563108486,1.0,3.280,1.354,2022-11-14 21:47:54
1563108486,1-1.5,3.810,1.274,2022-11-14 21:47:54
1563108486,1.5,4.340,1.226,2022-11-14 21:47:54
1563108486,-0-0.5,1.311,3.510,2022-11-14 21:47:54
1563108486,-0.5,1.246,4.090,2022-11-14 21:47:54
1563108486,0.0,1.423,2.930,2022-11-14 21:53:34
1563108486,0.5-1,2.420,1.584,2022-11-14 21:53:34
1563108486,1.0,3.290,1.353,2022-11-14 21:53:34
1563108486,1-1.5,3.810,1.273,2022-11-14 21:53:34
1563108486,1.5,4.350,1.225,2022-11-14 21:53:34
1563108486,-0-0.5,1.312,3.510,2022-11-14 21:53:34
1563108486,-0.5,1.247,4.080,2022-11-14 21:53:34
1563108486,0-0.5,1.724,2.160,2022-11-14 21:55:22
1563108486,0.0,1.448,2.830,2022-11-14 21:59:03
1563108486,0-0.5,1.757,2.110,2022-11-14 21:59:03
1563108486,0.5,2.080,1.848,2022-11-14 21:59:03
1563108486,0.5-1,2.490,1.558,2022-11-14 21:59:03
1563108486,1.0,3.410,1.333,2022-11-14 21:59:03
1563108486,1-1.5,3.950,1.260,2022-11-14 21:59:03
1563108486,1.5,4.490,1.215,2022-11-14 21:59:03
1563108486,-0-0.5,1.326,3.400,2022-11-14 21:59:03
1563108486,-0.5,1.258,3.970,2022-11-14 21:59:03
1563108486,0.5,2.080,1.814,2022-11-14 22:00:54
1563108486,0-0.5,1.719,2.110,2022-11-14 22:02:43
1563108486,1-1.5,3.950,1.274,2022-11-14 22:02:43
1563108486,1.5,4.340,1.215,2022-11-14 22:02:43
1563108486,-0-0.5,1.311,3.400,2022-11-14 22:02:43
1563108486,-0.5,1.246,4.090,2022-11-14 22:02:43
1563108486,0.0,1.423,2.930,2022-11-14 22:04:33
1563108486,0-0.5,1.719,2.160,2022-11-14 22:04:33
1563108486,0.5,2.030,1.843,2022-11-14 22:04:33
1563108486,0.5-1,2.420,1.584,2022-11-14 22:04:33
1563108486,1.0,3.290,1.353,2022-11-14 22:04:33
1563108486,1-1.5,3.810,1.274,2022-11-14 22:04:33
1563108486,1.5,4.340,1.225,2022-11-14 22:04:33
1563108486,-0-0.5,1.311,3.510,2022-11-14 22:04:33
1563108486,0.0,1.416,2.960,2022-11-14 22:21:36
1563108486,0-0.5,1.709,2.180,2022-11-14 22:21:36
1563108486,0.5,2.020,1.878,2022-11-14 22:21:36
1563108486,0.5-1,2.400,1.595,2022-11-14 22:21:36
1563108486,1.0,3.250,1.361,2022-11-14 22:21:36
1563108486,1-1.5,3.770,1.279,2022-11-14 22:21:36
1563108486,1.5,4.300,1.229,2022-11-14 22:21:36
1563108486,-0-0.5,1.307,3.540,2022-11-14 22:21:36
1563108486,-0.5,1.244,4.120,2022-11-14 22:21:36
1563108486,0.5,2.020,1.851,2022-11-14 22:23:22
1563108486,0.0,1.429,2.910,2022-11-14 22:25:15
1563108486,0-0.5,1.724,2.160,2022-11-14 22:25:15
1563108486,0.5,2.040,1.851,2022-11-14 22:25:15
1563108486,0.5-1,2.429,1.584,2022-11-14 22:25:15
1563108486,1.0,3.300,1.352,2022-11-14 22:25:15
1563108486,1-1.5,3.820,1.273,2022-11-14 22:25:15
1563108486,1.5,4.350,1.224,2022-11-14 22:25:15
1563108486,-0-0.5,1.315,3.480,2022-11-14 22:25:15
1563108486,-0.5,1.250,4.060,2022-11-14 22:25:15
1563108486,0-0.5,1.719,2.160,2022-11-14 22:50:03
1563108486,0.5-1,2.429,1.581,2022-11-14 22:50:03
1563108486,1.0,3.320,1.348,2022-11-14 22:50:03
1563108486,1-1.5,3.850,1.270,2022-11-14 22:50:03
1563108486,1.5,4.390,1.222,2022-11-14 22:50:03
1563108486,-0-0.5,1.304,3.560,2022-11-14 22:50:03
1563108486,-0.5,1.241,4.150,2022-11-14 22:50:03
1563108486,0.0,1.416,2.960,2022-11-14 22:51:49
1563108486,0.0,1.393,3.070,2022-11-14 23:10:46
1563108486,0-0.5,1.684,2.219,2022-11-14 23:10:46
1563108486,0.5,2.005,1.862,2022-11-14 23:10:46
1563108486,0.5-1,2.370,1.609,2022-11-14 23:10:46
1563108486,1.0,3.200,1.369,2022-11-14 23:10:46
1563108486,1-1.5,3.720,1.284,2022-11-14 23:10:46
1563108486,1.5,4.250,1.233,2022-11-14 23:10:46
1563108486,-0-0.5,1.290,3.670,2022-11-14 23:10:46
1563108486,-0.5,1.230,4.280,2022-11-14 23:10:46
1563108486,0.0,1.398,3.050,2022-11-14 23:12:43
1563108486,0-0.5,1.689,2.210,2022-11-14 23:12:43
1563108486,0.5,2.000,1.869,2022-11-14 23:12:43
1563108486,0.5-1,2.380,1.606,2022-11-14 23:12:43
1563108486,1.0,3.210,1.366,2022-11-14 23:12:43
1563108486,1-1.5,3.740,1.283,2022-11-14 23:12:43
1563108486,1.5,4.270,1.231,2022-11-14 23:12:43
1563108486,-0-0.5,1.293,3.650,2022-11-14 23:12:43
1563108486,-0.5,1.233,4.250,2022-11-14 23:12:43
1563108486,0.0,1.398,3.050,2022-11-14 23:16:52
1563108486,0-0.5,1.689,2.210,2022-11-14 23:16:52
1563108486,0.5,2.000,1.869,2022-11-14 23:16:52
1563108486,0.5-1,2.380,1.606,2022-11-14 23:16:52
1563108486,1.0,3.210,1.366,2022-11-14 23:16:52
1563108486,1-1.5,3.740,1.283,2022-11-14 23:16:52
1563108486,1.5,4.270,1.231,2022-11-14 23:16:52
1563108486,-0-0.5,1.293,3.650,2022-11-14 23:16:52
1563108486,-0.5,1.233,4.250,2022-11-14 23:16:52
1563108486,0.0,1.400,3.040,2022-11-14 23:18:43
1563108486,0-0.5,1.694,2.210,2022-11-14 23:18:43
1563108486,0.5-1,2.380,1.602,2022-11-14 23:18:43
1563108486,1.0,3.220,1.364,2022-11-14 23:18:43
1563108486,1-1.5,3.750,1.281,2022-11-14 23:18:43
1563108486,1.5,4.280,1.230,2022-11-14 23:18:43
1563108486,-0-0.5,1.294,3.640,2022-11-14 23:18:43
1563108486,-0.5,1.233,4.240,2022-11-14 23:18:43
1563108486,0.0,1.383,3.120,2022-11-15 00:03:49
1563108486,0-0.5,1.671,2.250,2022-11-15 00:03:49
1563108486,0.5,1.970,1.895,2022-11-15 00:03:49
1563108486,0.5-1,2.330,1.628,2022-11-15 00:03:49
1563108486,1.0,3.130,1.381,2022-11-15 00:03:49
1563108486,1-1.5,3.650,1.293,2022-11-15 00:03:49
1563108486,1.5,4.180,1.239,2022-11-15 00:03:49
1563108486,-0-0.5,1.284,3.730,2022-11-15 00:03:49
1563108486,-0.5,1.226,4.330,2022-11-15 00:03:49
1563108486,0.0,1.375,3.160,2022-11-15 00:05:40
1563108486,0-0.5,1.657,2.270,2022-11-15 00:05:40
1563108486,0.5,1.957,1.900,2022-11-15 00:05:40
1563108486,0.5-1,2.310,1.636,2022-11-15 00:05:40
1563108486,1.0,3.100,1.387,2022-11-15 00:05:40
1563108486,1-1.5,3.620,1.297,2022-11-15 00:05:40
1563108486,1.5,4.140,1.242,2022-11-15 00:05:40
1563108486,-0-0.5,1.279,3.770,2022-11-15 00:05:40
1563108486,-0.5,1.223,4.370,2022-11-15 00:05:40
1563108486,0.0,1.384,3.120,2022-11-15 00:14:46
1563108486,0-0.5,1.671,2.250,2022-11-15 00:14:46
1563108486,0.5,1.970,1.895,2022-11-15 00:14:46
1563108486,0.5-1,2.330,1.628,2022-11-15 00:14:46
1563108486,1.0,3.130,1.381,2022-11-15 00:14:46
1563108486,1-1.5,3.650,1.293,2022-11-15 00:14:46
1563108486,1.5,4.180,1.239,2022-11-15 00:14:46
1563108486,-0.5,1.227,4.330,2022-11-15 00:14:46
1563108486,-0-0.5,1.284,3.720,2022-11-15 00:14:46
1563108486,0.0,1.363,3.230,2022-11-15 00:22:21
1563108486,0-0.5,1.641,2.310,2022-11-15 00:22:21
1563108486,0.5,1.957,1.925,2022-11-15 00:22:21
1563108486,0.5-1,2.270,1.657,2022-11-15 00:22:21
1563108486,1.0,3.030,1.403,2022-11-15 00:22:21
1563108486,1-1.5,3.540,1.307,2022-11-15 00:22:21
1563108486,1.5,4.060,1.250,2022-11-15 00:22:21
1563108486,-0-0.5,1.271,3.840,2022-11-15 00:22:21
1563108486,-0.5,1.217,4.450,2022-11-15 00:22:21
1563108486,0.0,1.378,3.150,2022-11-15 00:24:19
1563108486,0-0.5,1.662,2.270,2022-11-15 00:24:19
1563108486,0.5,1.957,1.900,2022-11-15 00:24:19
1563108486,0.5-1,2.310,1.636,2022-11-15 00:24:19
1563108486,1.0,3.090,1.389,2022-11-15 00:24:19
1563108486,1-1.5,3.610,1.298,2022-11-15 00:24:19
1563108486,1.5,4.130,1.242,2022-11-15 00:24:19
1563108486,-0-0.5,1.281,3.750,2022-11-15 00:24:19
1563108486,-0.5,1.225,4.350,2022-11-15 00:24:19
1563108486,0.0,1.378,3.150,2022-11-15 00:36:12
1563108486,0-0.5,1.662,2.270,2022-11-15 00:36:12
1563108486,0.5,1.957,1.900,2022-11-15 00:36:12
1563108486,0.5-1,2.310,1.636,2022-11-15 00:36:12
1563108486,1.0,3.090,1.389,2022-11-15 00:36:12
1563108486,1-1.5,3.610,1.298,2022-11-15 00:36:12
1563108486,1.5,4.130,1.242,2022-11-15 00:36:12
1563108486,-0-0.5,1.281,3.750,2022-11-15 00:36:12
1563108486,-0.5,1.225,4.350,2022-11-15 00:36:12
1563108486,0.0,1.357,3.270,2022-11-15 00:46:09
1563108486,0-0.5,1.628,2.330,2022-11-15 00:46:09
1563108486,0.5,1.957,1.943,2022-11-15 00:46:09
1563108486,0.5-1,2.250,1.671,2022-11-15 00:46:09
1563108486,1.0,2.980,1.411,2022-11-15 00:46:09
1563108486,1-1.5,3.490,1.313,2022-11-15 00:46:09
1563108486,1.5,4.010,1.254,2022-11-15 00:46:09
1563108486,-0-0.5,1.267,3.880,2022-11-15 00:46:09
1563108486,-0.5,1.214,4.490,2022-11-15 00:46:09
1563108486,0.0,1.366,3.210,2022-11-15 00:49:58
1563108486,0-0.5,1.641,2.300,2022-11-15 00:49:58
1563108486,0.5,1.957,1.925,2022-11-15 00:49:58
1563108486,0.5-1,2.270,1.657,2022-11-15 00:49:58
1563108486,1.0,3.030,1.403,2022-11-15 00:49:58
1563108486,1-1.5,3.540,1.307,2022-11-15 00:49:58
1563108486,1.5,4.050,1.250,2022-11-15 00:49:58
1563108486,-0-0.5,1.273,3.820,2022-11-15 00:49:58
1563108486,-0.5,1.219,4.420,2022-11-15 00:49:58
1563108486,0.0,1.369,3.200,2022-11-15 00:51:54
1563108486,0-0.5,1.645,2.300,2022-11-15 00:51:54
1563108486,0.5,1.957,1.917,2022-11-15 00:51:54
1563108486,0.5-1,2.280,1.653,2022-11-15 00:51:54
1563108486,1.0,3.040,1.400,2022-11-15 00:51:54
1563108486,1-1.5,3.550,1.305,2022-11-15 00:51:54
1563108486,1.5,4.070,1.248,2022-11-15 00:51:54
1563108486,-0-0.5,1.276,3.800,2022-11-15 00:51:54
1563108486,-0.5,1.221,4.400,2022-11-15 00:51:54
1563108486,0.0,1.381,3.130,2022-11-15 00:55:51
1563108486,0-0.5,1.662,2.260,2022-11-15 00:55:51
1563108486,0.5,1.961,1.895,2022-11-15 00:55:51
1563108486,0.5-1,2.320,1.632,2022-11-15 00:55:51
1563108486,1.0,3.100,1.387,2022-11-15 00:55:51
1563108486,1-1.5,3.620,1.296,2022-11-15 00:55:51
1563108486,1.5,4.140,1.242,2022-11-15 00:55:51
1563108486,-0-0.5,1.284,3.730,2022-11-15 00:55:51
1563108486,-0.5,1.226,4.330,2022-11-15 00:55:51
1563108486,0.0,1.317,3.100,2022-11-15 01:10:06
1563108486,0-0.5,1.621,2.280,2022-11-15 01:10:06
1563108486,0.5,1.925,1.924,2022-11-15 01:10:06
1563108486,0.5-1,2.250,1.636,2022-11-15 01:10:06
1563108486,1.0,2.930,1.358,2022-11-15 01:10:06
1563108486,1-1.5,3.380,1.260,2022-11-15 01:10:06
1563108486,1.5,3.810,1.195,2022-11-15 01:10:06
1563108486,-0-0.5,1.213,3.670,2022-11-15 01:10:06
1563108486,-0.5,1.148,4.240,2022-11-15 01:10:06
1563108486,0.0,1.421,2.940,2022-11-15 01:21:06
1563108486,0-0.5,1.724,2.160,2022-11-15 01:21:06
1563108486,0.5,2.040,1.847,2022-11-15 01:21:06
1563108486,0.5-1,2.429,1.581,2022-11-15 01:21:06
1563108486,1.0,3.310,1.349,2022-11-15 01:21:06
