MatchID,Over,0,1,Timestamp
1562868529,2.5-3,2.120,1.709,2022-11-13 20:12:09
1562868529,3.0,2.520,1.497,2022-11-13 20:12:09
1563026767,1.5,1.288,3.610,2022-11-13 20:12:09
1563026767,2.5,1.877,1.961,2022-11-13 20:12:09
1563026767,2.0,1.438,2.840,2022-11-13 20:12:09
1563026767,2-2.5,1.653,2.260,2022-11-13 20:12:09
1563026767,2.5-3,2.110,1.746,2022-11-13 20:12:09
1563026767,3.0,2.520,1.537,2022-11-13 20:12:09
1563026767,3.5,3.150,1.361,2022-11-13 20:12:09
1563026767,4.5,6.060,1.130,2022-11-13 20:12:09
1563032872,1.5,1.384,2.830,2022-11-13 20:12:09
1563032872,2.5,2.210,1.621,2022-11-13 20:12:09
1563032872,1.5-2,1.490,2.510,2022-11-13 20:12:09
1563032872,2.0,1.653,2.150,2022-11-13 20:12:09
1563032872,2-2.5,1.970,1.840,2022-11-13 20:12:09
1563032872,2.5-3,2.590,1.462,2022-11-13 20:12:09
1563032872,3.5,4.000,1.212,2022-11-13 20:12:09
1563108486,0.5,1.112,6.640,2022-11-13 20:12:09
1563108486,2.0,1.877,1.952,2022-11-13 20:12:09
1563108486,1.5,1.500,2.630,2022-11-13 20:12:09
1563108486,1.5-2,1.636,2.290,2022-11-13 20:12:09
1563108486,2.5,2.530,1.534,2022-11-13 20:12:09
1563108486,2-2.5,2.200,1.684,2022-11-13 20:12:09
1563108486,3.5,5.090,1.169,2022-11-13 20:12:09
1562868529,2.0,1.421,2.760,2022-11-13 20:43:40
1562868529,2-2.5,1.653,2.210,2022-11-13 20:43:40
1562868529,2.5,1.892,1.925,2022-11-13 20:43:40
1562868529,2.5-3,2.120,1.709,2022-11-13 20:43:40
1562868529,3.0,2.520,1.497,2022-11-13 20:43:40
1563026767,1.5,1.288,3.610,2022-11-13 20:43:40
1563026767,2.5,1.877,1.961,2022-11-13 20:43:40
1563026767,2.0,1.438,2.840,2022-11-13 20:43:40
1563026767,2-2.5,1.653,2.260,2022-11-13 20:43:40
1563026767,2.5-3,2.110,1.746,2022-11-13 20:43:40
1563026767,3.0,2.520,1.537,2022-11-13 20:43:40
1563026767,3.5,3.150,1.361,2022-11-13 20:43:40
1563026767,4.5,6.060,1.130,2022-11-13 20:43:40
1563032872,1.5,1.384,2.830,2022-11-13 20:43:40
1563032872,2.5,2.210,1.621,2022-11-13 20:43:40
1563032872,1.5-2,1.490,2.510,2022-11-13 20:43:40
1563032872,2.0,1.653,2.150,2022-11-13 20:43:40
1563032872,2-2.5,1.970,1.840,2022-11-13 20:43:40
1563032872,2.5-3,2.590,1.462,2022-11-13 20:43:40
1563032872,3.5,4.000,1.212,2022-11-13 20:43:40
1563108486,0.5,1.112,6.640,2022-11-13 20:43:40
1563108486,2.0,1.877,1.952,2022-11-13 20:43:40
1563108486,1.5,1.500,2.630,2022-11-13 20:43:40
1563108486,1.5-2,1.636,2.290,2022-11-13 20:43:40
1563108486,2.5,2.530,1.534,2022-11-13 20:43:40
1563108486,2-2.5,2.200,1.684,2022-11-13 20:43:40
1563108486,3.5,5.090,1.169,2022-11-13 20:43:40
1563108486,1.5-2,1.636,2.303,2022-11-14 00:03:44
1563108486,2-2.5,2.210,1.684,2022-11-14 00:03:44
1562868529,2.0,1.421,2.760,2022-11-14 21:18:41
1562868529,2-2.5,1.653,2.210,2022-11-14 21:18:41
1562868529,2.5,1.892,1.925,2022-11-14 21:18:41
1562868529,2.5-3,2.120,1.709,2022-11-14 21:18:41
1562868529,3.0,2.520,1.497,2022-11-14 21:18:41
1563026767,1.5,1.289,3.610,2022-11-14 21:18:41
1563026767,2.5,1.877,1.961,2022-11-14 21:18:41
1563026767,2.0,1.438,2.840,2022-11-14 21:18:41
1563026767,2-2.5,1.653,2.260,2022-11-14 21:18:41
1563026767,2.5-3,2.110,1.746,2022-11-14 21:18:41
1563026767,3.0,2.520,1.537,2022-11-14 21:18:41
1563026767,3.5,3.150,1.359,2022-11-14 21:18:41
1563026767,4.5,6.060,1.129,2022-11-14 21:18:41
1563032872,1.5,1.423,2.780,2022-11-14 21:18:41
1563032872,2.5,2.330,1.595,2022-11-14 21:18:41
1563032872,1.5-2,1.543,2.450,2022-11-14 21:18:41
1563032872,2.0,1.729,2.090,2022-11-14 21:18:41
1563032872,2-2.5,2.040,1.781,2022-11-14 21:18:41
1563032872,2.5-3,2.750,1.440,2022-11-14 21:18:41
1563032872,3.5,4.310,1.205,2022-11-14 21:18:41
1563108486,0.5,1.112,6.660,2022-11-14 21:18:41
1563108486,2.0,1.869,1.976,2022-11-14 21:18:41
1563108486,1.5,1.495,2.640,2022-11-14 21:18:41
1563108486,1.5-2,1.632,2.331,2022-11-14 21:18:41
1563108486,2.5,2.520,1.537,2022-11-14 21:18:41
1563108486,3.5,5.050,1.171,2022-11-14 21:18:41
1563108486,2-2.5,2.190,1.690,2022-11-14 21:18:41
1563108486,0.5,1.110,6.750,2022-11-14 21:20:25
1563108486,2.0,1.862,1.980,2022-11-14 21:20:25
1563108486,1.5,1.490,2.660,2022-11-14 21:20:25
1563108486,1.5-2,1.625,2.331,2022-11-14 21:20:25
1563108486,2.5,2.500,1.546,2022-11-14 21:20:25
1563108486,3.5,5.000,1.173,2022-11-14 21:20:25
1563108486,2-2.5,2.186,1.698,2022-11-14 21:20:25
1563108486,1.5,1.492,2.650,2022-11-14 21:22:06
1563108486,2.5,2.500,1.543,2022-11-14 21:22:06
1563108486,3.5,5.020,1.173,2022-11-14 21:22:06
1562868529,2.0,1.421,2.760,2022-11-14 21:40:52
1562868529,2-2.5,1.653,2.210,2022-11-14 21:40:52
1562868529,2.5,1.892,1.925,2022-11-14 21:40:52
1562868529,2.5-3,2.120,1.709,2022-11-14 21:40:52
1562868529,3.0,2.520,1.497,2022-11-14 21:40:52
1563026767,1.5,1.289,3.610,2022-11-14 21:40:52
1563026767,2.5,1.877,1.961,2022-11-14 21:40:52
1563026767,2.0,1.438,2.840,2022-11-14 21:40:52
1563026767,2-2.5,1.653,2.260,2022-11-14 21:40:52
1563026767,2.5-3,2.110,1.746,2022-11-14 21:40:52
1563026767,3.0,2.520,1.537,2022-11-14 21:40:52
1563026767,3.5,3.150,1.359,2022-11-14 21:40:52
1563026767,4.5,6.060,1.129,2022-11-14 21:40:52
1563032872,1.5,1.423,2.780,2022-11-14 21:40:52
1563032872,2.5,2.330,1.595,2022-11-14 21:40:52
1563032872,1.5-2,1.543,2.450,2022-11-14 21:40:52
1563032872,2.0,1.729,2.090,2022-11-14 21:40:52
1563032872,2-2.5,2.040,1.781,2022-11-14 21:40:52
1563032872,2.5-3,2.750,1.440,2022-11-14 21:40:52
1563032872,3.5,4.310,1.205,2022-11-14 21:40:52
1563108486,0.5,1.110,6.750,2022-11-14 21:40:52
1563108486,2.0,1.862,1.980,2022-11-14 21:40:52
1563108486,1.5,1.492,2.650,2022-11-14 21:40:52
1563108486,1.5-2,1.625,2.331,2022-11-14 21:40:52
1563108486,2.5,2.500,1.543,2022-11-14 21:40:52
1563108486,3.5,5.020,1.173,2022-11-14 21:40:52
1563108486,2-2.5,2.186,1.698,2022-11-14 21:40:52
1563108486,0.5,1.108,6.830,2022-11-14 21:47:54
1563108486,2.0,1.855,1.990,2022-11-14 21:47:54
1563108486,1.5,1.487,2.660,2022-11-14 21:47:54
1563108486,1.5-2,1.621,2.331,2022-11-14 21:47:54
1563108486,2.5,2.490,1.549,2022-11-14 21:47:54
1563108486,3.5,4.980,1.175,2022-11-14 21:47:54
1563108486,2-2.5,2.186,1.704,2022-11-14 21:47:54
1563108486,0.5,1.108,6.820,2022-11-14 21:53:34
1563108486,3.5,4.980,1.174,2022-11-14 21:53:34
1563108486,0.5,1.110,6.750,2022-11-14 21:59:03
1563108486,2.0,1.862,1.980,2022-11-14 21:59:03
1563108486,1.5,1.492,2.650,2022-11-14 21:59:03
1563108486,1.5-2,1.625,2.331,2022-11-14 21:59:03
1563108486,2.5,2.500,1.543,2022-11-14 21:59:03
1563108486,3.5,5.020,1.173,2022-11-14 21:59:03
1563108486,2-2.5,2.186,1.698,2022-11-14 21:59:03
1563108486,3.5,4.990,1.173,2022-11-14 22:02:43
1563108486,0.5,1.108,6.820,2022-11-14 22:04:33
1563108486,2.0,1.855,1.990,2022-11-14 22:04:33
1563108486,1.5,1.487,2.660,2022-11-14 22:04:33
1563108486,1.5-2,1.621,2.331,2022-11-14 22:04:33
1563108486,2.5,2.490,1.549,2022-11-14 22:04:33
1563108486,3.5,4.990,1.174,2022-11-14 22:04:33
1563108486,2-2.5,2.186,1.704,2022-11-14 22:04:33
1563108486,0.5,1.107,6.850,2022-11-14 22:21:36
1563108486,1.5,1.485,2.670,2022-11-14 22:21:36
1563108486,1.5-2,1.617,2.331,2022-11-14 22:21:36
1563108486,2.5,2.480,1.552,2022-11-14 22:21:36
1563108486,3.5,4.970,1.175,2022-11-14 22:21:36
1563108486,2-2.5,2.186,1.709,2022-11-14 22:21:36
1563108486,0.5,1.107,6.840,2022-11-14 22:25:15
1563108486,1.5,1.487,2.660,2022-11-14 22:25:15
1563108486,1.5-2,1.621,2.331,2022-11-14 22:25:15
1563108486,2.5,2.480,1.549,2022-11-14 22:25:15
1563108486,3.5,4.980,1.174,2022-11-14 22:25:15
1563108486,0.5,1.110,6.720,2022-11-14 22:50:03
1563108486,2.0,1.862,1.980,2022-11-14 22:50:03
1563108486,1.5,1.490,2.650,2022-11-14 22:50:03
1563108486,1.5-2,1.625,2.331,2022-11-14 22:50:03
1563108486,2.5,2.500,1.543,2022-11-14 22:50:03
1563108486,3.5,5.020,1.173,2022-11-14 22:50:03
1563108486,2-2.5,2.186,1.698,2022-11-14 22:50:03
1563108486,0.5,1.109,6.790,2022-11-14 23:10:46
1563108486,2.0,1.855,1.990,2022-11-14 23:10:46
1563108486,1.5,1.487,2.660,2022-11-14 23:10:46
1563108486,1.5-2,1.621,2.331,2022-11-14 23:10:46
1563108486,2.5,2.490,1.549,2022-11-14 23:10:46
1563108486,3.5,4.980,1.175,2022-11-14 23:10:46
1563108486,2-2.5,2.186,1.704,2022-11-14 23:10:46
1563108486,3.5,4.980,1.174,2022-11-14 23:12:43
1563108486,0.5,1.109,6.790,2022-11-14 23:16:52
1563108486,2.0,1.855,1.990,2022-11-14 23:16:52
1563108486,1.5,1.487,2.660,2022-11-14 23:16:52
1563108486,1.5-2,1.621,2.331,2022-11-14 23:16:52
1563108486,2.5,2.490,1.549,2022-11-14 23:16:52
1563108486,3.5,4.980,1.174,2022-11-14 23:16:52
1563108486,2-2.5,2.186,1.704,2022-11-14 23:16:52
1563108486,0.5,1.109,6.780,2022-11-14 23:18:43
1563108486,3.5,4.990,1.174,2022-11-14 23:18:43
1563108486,0.5,1.107,6.850,2022-11-15 00:03:49
1563108486,1.5,1.485,2.670,2022-11-15 00:03:49
1563108486,1.5-2,1.617,2.331,2022-11-15 00:03:49
1563108486,2.5,2.480,1.552,2022-11-15 00:03:49
1563108486,3.5,4.960,1.176,2022-11-15 00:03:49
1563108486,2-2.5,2.186,1.709,2022-11-15 00:03:49
1563108486,0.5,1.107,6.870,2022-11-15 00:05:40
1563108486,2.0,1.855,2.000,2022-11-15 00:05:40
1563108486,1.5,1.483,2.680,2022-11-15 00:05:40
1563108486,1.5-2,1.616,2.340,2022-11-15 00:05:40
1563108486,2.5,2.469,1.555,2022-11-15 00:05:40
1563108486,3.5,4.950,1.176,2022-11-15 00:05:40
1563108486,2-2.5,2.186,1.714,2022-11-15 00:05:40
1563108486,0.5,1.107,6.860,2022-11-15 00:14:46
1563108486,1.5,1.485,2.670,2022-11-15 00:14:46
1563108486,1.5-2,1.617,2.331,2022-11-15 00:14:46
1563108486,2.5,2.480,1.552,2022-11-15 00:14:46
1563108486,3.5,4.960,1.176,2022-11-15 00:14:46
1563108486,2-2.5,2.186,1.709,2022-11-15 00:14:46
1563108486,0.5,1.105,6.930,2022-11-15 00:22:21
1563108486,2.0,1.855,2.009,2022-11-15 00:22:21
1563108486,1.5,1.480,2.670,2022-11-15 00:22:21
1563108486,1.5-2,1.616,2.331,2022-11-15 00:22:21
1563108486,2.5,2.460,1.558,2022-11-15 00:22:21
1563108486,3.5,4.920,1.178,2022-11-15 00:22:21
1563108486,2-2.5,2.186,1.719,2022-11-15 00:22:21
1563108486,0.5,1.106,6.900,2022-11-15 00:24:19
1563108486,2.0,1.855,2.000,2022-11-15 00:24:19
1563108486,1.5,1.483,2.680,2022-11-15 00:24:19
1563108486,1.5-2,1.616,2.340,2022-11-15 00:24:19
1563108486,2.5,2.469,1.555,2022-11-15 00:24:19
1563108486,3.5,4.940,1.176,2022-11-15 00:24:19
1563108486,2-2.5,2.186,1.714,2022-11-15 00:24:19
1563108486,0.5,1.106,6.900,2022-11-15 00:36:12
1563108486,2.0,1.855,2.000,2022-11-15 00:36:12
1563108486,1.5,1.483,2.680,2022-11-15 00:36:12
1563108486,1.5-2,1.616,2.340,2022-11-15 00:36:12
1563108486,2.5,2.469,1.555,2022-11-15 00:36:12
1563108486,3.5,4.940,1.176,2022-11-15 00:36:12
1563108486,2-2.5,2.186,1.714,2022-11-15 00:36:12
1563108486,0.5,1.104,6.970,2022-11-15 00:46:09
1563108486,1.5,1.478,2.690,2022-11-15 00:46:09
1563108486,1.5-2,1.616,2.350,2022-11-15 00:46:09
1563108486,2.5,2.450,1.561,2022-11-15 00:46:09
1563108486,3.5,4.910,1.179,2022-11-15 00:46:09
1563108486,2-2.5,2.186,1.724,2022-11-15 00:46:09
1563108486,2.0,1.855,2.009,2022-11-15 00:48:03
1563108486,0.5,1.105,6.960,2022-11-15 00:49:58
1563108486,1.5,1.480,2.690,2022-11-15 00:49:58
1563108486,2.5,2.460,1.561,2022-11-15 00:49:58
1563108486,3.5,4.920,1.178,2022-11-15 00:49:58
1563108486,2-2.5,2.186,1.719,2022-11-15 00:49:58
1563108486,0.5,1.105,6.950,2022-11-15 00:51:54
1563108486,1.5,1.480,2.680,2022-11-15 00:51:54
1563108486,1.5-2,1.616,2.340,2022-11-15 00:51:54
1563108486,0.5,1.106,6.900,2022-11-15 00:55:51
1563108486,2.0,1.855,2.000,2022-11-15 00:55:51
1563108486,1.5,1.483,2.680,2022-11-15 00:55:51
1563108486,2.5,2.469,1.555,2022-11-15 00:55:51
1563108486,3.5,4.940,1.176,2022-11-15 00:55:51
1563108486,2-2.5,2.186,1.714,2022-11-15 00:55:51
1563108486,0.5,1.109,6.770,2022-11-15 01:21:06
1563108486,2.0,1.862,1.980,2022-11-15 01:21:06
1563108486,1.5,1.490,2.650,2022-11-15 01:21:06
1563108486,1.5-2,1.625,2.331,2022-11-15 01:21:06
1563108486,2.5,2.500,1.546,2022-11-15 01:21:06
1563108486,3.5,5.020,1.173,2022-11-15 01:21:06
1563108486,2-2.5,2.186,1.698,2022-11-15 01:21:06
1563108486,0.5,1.107,6.850,2022-11-15 01:32:47
1563108486,2.0,1.855,1.990,2022-11-15 01:32:47
1563108486,1.5,1.485,2.670,2022-11-15 01:32:47
1563108486,1.5-2,1.617,2.331,2022-11-15 01:32:47
1563108486,2.5,2.480,1.552,2022-11-15 01:32:47
1563108486,3.5,4.980,1.175,2022-11-15 01:32:47
1563108486,2-2.5,2.186,1.709,2022-11-15 01:32:47
1563108486,0.5,1.107,6.850,2022-11-15 01:42:31
1563108486,2.0,1.855,1.990,2022-11-15 01:42:31
1563108486,1.5,1.485,2.670,2022-11-15 01:42:31
1563108486,1.5-2,1.617,2.331,2022-11-15 01:42:31
1563108486,2.5,2.480,1.552,2022-11-15 01:42:31
1563108486,3.5,4.980,1.175,2022-11-15 01:42:31
1563108486,2-2.5,2.186,1.709,2022-11-15 01:42:31
1563108486,0.5,1.106,6.920,2022-11-15 01:48:02
1563108486,2.0,1.855,2.000,2022-11-15 01:48:02
1563108486,1.5,1.483,2.680,2022-11-15 01:48:02
1563108486,1.5-2,1.616,2.340,2022-11-15 01:48:02
1563108486,2.5,2.469,1.558,2022-11-15 01:48:02
1563108486,3.5,4.940,1.177,2022-11-15 01:48:02
1563108486,2-2.5,2.186,1.714,2022-11-15 01:48:02
1563108486,0.5,1.105,6.960,2022-11-15 02:06:58
1563108486,2.0,1.855,2.009,2022-11-15 02:06:58
1563108486,1.5,1.480,2.690,2022-11-15 02:06:58
1563108486,1.5-2,1.616,2.350,2022-11-15 02:06:58
1563108486,2.5,2.460,1.561,2022-11-15 02:06:58
1563108486,3.5,4.920,1.178,2022-11-15 02:06:58
1563108486,2-2.5,2.186,1.719,2022-11-15 02:06:58
1563108486,0.5,1.105,6.930,2022-11-15 02:08:51
1563108486,2.0,1.855,2.000,2022-11-15 02:08:51
1563108486,1.5,1.483,2.680,2022-11-15 02:08:51
1563108486,1.5-2,1.616,2.340,2022-11-15 02:08:51
1563108486,2.5,2.460,1.558,2022-11-15 02:08:51
1563108486,3.5,4.940,1.177,2022-11-15 02:08:51
1563108486,0.5,1.105,6.930,2022-11-15 02:14:06
1563108486,2.0,1.855,2.000,2022-11-15 02:14:06
1563108486,1.5,1.483,2.680,2022-11-15 02:14:06
1563108486,1.5-2,1.616,2.340,2022-11-15 02:14:06
1563108486,2.5,2.460,1.558,2022-11-15 02:14:06
1563108486,3.5,4.940,1.177,2022-11-15 02:14:06
1563108486,2-2.5,2.186,1.719,2022-11-15 02:14:06
1563108486,0.5,1.104,6.980,2022-11-15 02:21:11
1563108486,2.0,1.833,2.013,2022-11-15 02:21:11
1563108486,1.5,1.480,2.690,2022-11-15 02:21:11
1563108486,1.5-2,1.616,2.350,2022-11-15 02:21:11
1563108486,2.5,2.450,1.561,2022-11-15 02:21:11
1563108486,3.5,4.910,1.178,2022-11-15 02:21:11
1563108486,2-2.5,2.186,1.724,2022-11-15 02:21:11
1563108486,0.5,1.105,6.960,2022-11-15 02:23:00
1563108486,1.5,1.480,2.680,2022-11-15 02:23:00
1563108486,2.5,2.460,1.561,2022-11-15 02:23:00
1563108486,3.5,4.930,1.178,2022-11-15 02:23:00
1563108486,2-2.5,2.186,1.719,2022-11-15 02:23:00
1563108486,0.5,1.106,6.910,2022-11-15 02:24:52
1563108486,2.0,1.840,2.013,2022-11-15 02:24:52
1563108486,1.5,1.483,2.680,2022-11-15 02:24:52
1563108486,1.5-2,1.616,2.340,2022-11-15 02:24:52
1563108486,2.5,2.469,1.555,2022-11-15 02:24:52
1563108486,3.5,4.950,1.176,2022-11-15 02:24:52
1563108486,2-2.5,2.186,1.714,2022-11-15 02:24:52
1563108486,0.5,1.107,6.840,2022-11-15 02:28:42
1563108486,2.0,1.860,1.990,2022-11-15 02:28:42
1563108486,1.5,1.487,2.660,2022-11-15 02:28:42
1563108486,1.5-2,1.621,2.331,2022-11-15 02:28:42
1563108486,2.5,2.490,1.549,2022-11-15 02:28:42
1563108486,3.5,4.990,1.174,2022-11-15 02:28:42
1563108486,2-2.5,2.186,1.704,2022-11-15 02:28:42
1563108486,0.5,1.106,6.920,2022-11-15 02:38:10
1563108486,2.0,1.860,2.000,2022-11-15 02:38:10
1563108486,1.5,1.483,2.680,2022-11-15 02:38:10
1563108486,1.5-2,1.616,2.340,2022-11-15 02:38:10
1563108486,2.5,2.469,1.555,2022-11-15 02:38:10
1563108486,3.5,4.950,1.176,2022-11-15 02:38:10
1563108486,2-2.5,2.186,1.714,2022-11-15 02:38:10
1563108486,0.5,1.106,6.920,2022-11-15 02:45:33
1563108486,2.0,1.860,2.000,2022-11-15 02:45:33
1563108486,2.5,2.469,1.555,2022-11-15 02:45:33
1563108486,3.5,4.950,1.176,2022-11-15 02:45:33
1563108486,2-2.5,2.186,1.714,2022-11-15 02:45:33
1563108486,3.5,4.960,1.176,2022-11-15 02:58:31
1563108486,3.5,4.960,1.176,2022-11-15 03:17:18
1563108486,0.5,1.104,7.000,2022-11-15 03:22:38
1563108486,2.0,1.860,2.009,2022-11-15 03:22:38
1563108486,1.5,1.480,2.690,2022-11-15 03:22:38
1563108486,1.5-2,1.616,2.350,2022-11-15 03:22:38
1563108486,2.5,2.450,1.561,2022-11-15 03:22:38
1563108486,3.5,4.920,1.178,2022-11-15 03:22:38
1563108486,2-2.5,2.186,1.724,2022-11-15 03:22:38
1563108486,0.5,1.104,6.990,2022-11-15 03:24:27
1563108486,2.5,2.460,1.561,2022-11-15 03:24:27
1563108486,3.5,4.930,1.177,2022-11-15 03:24:27
1563108486,2-2.5,2.186,1.719,2022-11-15 03:24:27
1563108486,0.5,1.104,6.970,2022-11-15 03:29:56
1563108486,1.5,1.483,2.680,2022-11-15 03:29:56
1563108486,1.5-2,1.616,2.340,2022-11-15 03:29:56
1563108486,2.5,2.460,1.558,2022-11-15 03:29:56
1563108486,3.5,4.940,1.177,2022-11-15 03:29:56
1563108486,0.5,1.105,6.950,2022-11-15 03:35:45
1563108486,2.0,1.860,2.000,2022-11-15 03:35:45
1563108486,3.5,4.940,1.176,2022-11-15 03:35:45
1563108486,0.5,1.105,6.930,2022-11-15 03:48:05
1563108486,2.0,1.860,2.009,2022-11-15 03:48:05
1563108486,1.5,1.480,2.680,2022-11-15 03:48:05
1563108486,3.5,4.930,1.177,2022-11-15 03:48:05
1563108486,0.5,1.108,6.810,2022-11-15 04:14:22
1563108486,2.0,1.860,1.990,2022-11-15 04:14:22
1563108486,1.5,1.485,2.670,2022-11-15 04:14:22
1563108486,1.5-2,1.617,2.331,2022-11-15 04:14:22
1563108486,2.5,2.480,1.552,2022-11-15 04:14:22
1563108486,3.5,4.960,1.176,2022-11-15 04:14:22
1563108486,2-2.5,2.186,1.709,2022-11-15 04:14:22
1563108486,0.5,1.108,6.810,2022-11-15 04:18:00
1563108486,2.0,1.860,1.990,2022-11-15 04:18:00
1563108486,1.5,1.485,2.670,2022-11-15 04:18:00
1563108486,1.5-2,1.617,2.331,2022-11-15 04:18:00
1563108486,2.5,2.480,1.552,2022-11-15 04:18:00
1563108486,2-2.5,2.186,1.709,2022-11-15 04:18:00
1563108486,0.5,1.107,6.860,2022-11-15 04:30:47
1563108486,2.0,1.860,2.000,2022-11-15 04:30:47
1563108486,1.5,1.483,2.680,2022-11-15 04:30:47
1563108486,1.5-2,1.616,2.340,2022-11-15 04:30:47
1563108486,2.5,2.469,1.555,2022-11-15 04:30:47
1563108486,3.5,4.940,1.177,2022-11-15 04:30:47
1563108486,2-2.5,2.186,1.714,2022-11-15 04:30:47
1563108486,0.5,1.108,6.820,2022-11-15 04:35:44
